Land,Jahr,Wahltag,Wahlbeteiligung,Partei,Anteil
Hessen,1946,1946-12-01,73.2,Gruene,0
Hessen,1950,1950-11-19,64.9,Gruene,0
Hessen,1954,1954-11-28,82.4,Gruene,0
Hessen,1958,1958-11-23,82.3,Gruene,0
Hessen,1962,1962-11-11,77.7,Gruene,0
Hessen,1966,1966-11-06,81,Gruene,0
Hessen,1970,1970-11-08,82.8,Gruene,0
Hessen,1974,1974-10-27,84.8,Gruene,0
Hessen,1978,1978-10-08,87.7,Gruene,1.1
Hessen,1982,1982-09-26,86.4,Gruene,8
Hessen,1983,1983-09-25,83.5,Gruene,5.9
Hessen,1987,1987-04-05,80.3,Gruene,9.4
Hessen,1991,1991-01-20,70.8,Gruene,8.8
Hessen,1995,1995-02-19,66.3,Gruene,11.2
Hessen,1999,1999-02-07,66.4,Gruene,7.2
Hessen,2003,2003-02-02,64.6,Gruene,10.1
Hessen,2008,2008-01-27,64.3,Gruene,7.5
Hessen,2009,2009-01-18,61,Gruene,13.7
Hessen,2013,2013-09-22,73.2,Gruene,11.1
Hessen,2018,2018-10-28,67.3,Gruene,19.8
Thüringen,1990,1990-10-14,71.7,Gruene,6.5
Thüringen,1994,1994-10-16,74.8,Gruene,4.5
Thüringen,1999,1999-09-12,59.9,Gruene,1.9
Thüringen,2004,2004-06-13,53.8,Gruene,4.5
Thüringen,2009,2009-08-30,56.2,Gruene,6.2
Thüringen,2014,2014-09-14,52.7,Gruene,5.7
Thüringen,2019,2019-10-27,64.9,Gruene,5.2
Rheinland-Pfalz,1947,1947-05-18,77.9,Gruene,0
Rheinland-Pfalz,1951,1951-04-29,74.8,Gruene,0
Rheinland-Pfalz,1955,1955-05-15,76,Gruene,0
Rheinland-Pfalz,1959,1959-04-19,77.2,Gruene,0
Rheinland-Pfalz,1963,1963-03-31,75.5,Gruene,0
Rheinland-Pfalz,1967,1967-04-23,78.5,Gruene,0
Rheinland-Pfalz,1971,1971-03-21,79.4,Gruene,0
Rheinland-Pfalz,1975,1975-03-09,80.8,Gruene,0
Rheinland-Pfalz,1979,1979-03-18,81.4,Gruene,0
Rheinland-Pfalz,1983,1983-03-06,90.4,Gruene,4.5
Rheinland-Pfalz,1987,1987-05-17,77,Gruene,5.9
Rheinland-Pfalz,1991,1991-04-21,73.9,Gruene,6.5
Rheinland-Pfalz,1996,1996-03-24,70.8,Gruene,6.9
Rheinland-Pfalz,2001,2001-03-25,62.1,Gruene,5.2
Rheinland-Pfalz,2006,2006-03-26,58.2,Gruene,4.6
Rheinland-Pfalz,2011,2011-03-27,61.8,Gruene,15.4
Rheinland-Pfalz,2016,2016-03-13,70.4,Gruene,5.3
Bayern,1946,1946-12-01,75.7,Gruene,0
Bayern,1950,1950-11-26,79.9,Gruene,0
Bayern,1954,1954-11-28,82.4,Gruene,0
Bayern,1958,1958-11-23,76.6,Gruene,0
Bayern,1962,1962-11-25,76.5,Gruene,0
Bayern,1966,1966-11-20,80.6,Gruene,0
Bayern,1970,1970-11-20,79.5,Gruene,0
Bayern,1974,1974-10-27,77.7,Gruene,0
Bayern,1978,1978-10-15,76.6,Gruene,1.8
Bayern,1982,1982-10-10,78,Gruene,4.6
Bayern,1986,1986-10-12,70.1,Gruene,7.5
Bayern,1990,1990-10-14,65.9,Gruene,6.4
Bayern,1994,1994-09-25,67.8,Gruene,6.1
Bayern,1998,1998-09-13,69.8,Gruene,5.7
Bayern,2003,2003-09-21,57.1,Gruene,7.7
Bayern,2008,2008-09-28,57.9,Gruene,9.4
Bayern,2013,2013-09-15,63.6,Gruene,8.6
Bayern,2018,2018-10-14,72.4,Gruene,17.5
Baden-Württemberg,1952,1952-03-09,63.7,Gruene,0
Baden-Württemberg,1956,1956-03-04,70.3,Gruene,0
Baden-Württemberg,1960,1960-05-15,59,Gruene,0
Baden-Württemberg,1964,1964-04-26,67.7,Gruene,0
Baden-Württemberg,1968,1968-04-28,70.7,Gruene,0
Baden-Württemberg,1972,1972-04-23,80,Gruene,0
Baden-Württemberg,1976,1976-04-04,75.5,Gruene,0
Baden-Württemberg,1980,1980-03-16,72,Gruene,5.3
Baden-Württemberg,1984,1984-03-25,71.2,Gruene,8
Baden-Württemberg,1988,1988-03-20,71.8,Gruene,7.9
Baden-Württemberg,1992,1992-04-05,70.1,Gruene,9.5
Baden-Württemberg,1996,1996-03-24,67.6,Gruene,12.1
Baden-Württemberg,2001,2001-03-25,62.6,Gruene,7.7
Baden-Württemberg,2006,2006-03-26,53.4,Gruene,11.7
Baden-Württemberg,2011,2011-03-27,66.3,Gruene,24.2
Baden-Württemberg,2016,2016-03-13,70.4,Gruene,30.3
Saarland,1955,1955-12-18,90.3,Gruene,0
Saarland,1960,1960-12-04,79.1,Gruene,0
Saarland,1965,1965-06-27,81.8,Gruene,0
Saarland,1970,1970-06-14,83.1,Gruene,0
Saarland,1975,1975-05-04,88.8,Gruene,0
Saarland,1980,1980-04-27,85,Gruene,2.9
Saarland,1985,1985-03-10,85,Gruene,2.5
Saarland,1990,1990-01-28,83.2,Gruene,2.6
Saarland,1994,1994-10-16,83.5,Gruene,5.5
Saarland,1999,1999-09-05,68.7,Gruene,3.2
Saarland,2004,2004-09-05,55.5,Gruene,5.6
Saarland,2009,2009-08-30,67.6,Gruene,5.9
Saarland,2012,2012-03-25,61.6,Gruene,5
Saarland,2017,2017-03-26,69.7,Gruene,4
Bund,1949,1949-08-14,78.5,Gruene,0
Bund,1953,1953-09-06,86,Gruene,0
Bund,1957,1957-09-15,87.8,Gruene,0
Bund,1961,1961-09-17,87.7,Gruene,0
Bund,1965,1965-09-19,86.8,Gruene,0
Bund,1969,1969-09-28,86.7,Gruene,0
Bund,1972,1972-11-19,91.1,Gruene,0
Bund,1976,1976-10-03,90.7,Gruene,0
Bund,1980,1980-10-05,88.6,Gruene,1.5
Bund,1983,1983-03-06,89.1,Gruene,5.6
Bund,1987,1987-01-25,84.3,Gruene,8.3
Bund,1990,1990-12-02,77.8,Gruene,5.1
Bund,1994,1994-10-16,79,Gruene,7.3
Bund,1998,1998-09-27,82.2,Gruene,6.7
Bund,2002,2002-09-22,79.1,Gruene,8.6
Bund,2005,2005-09-18,77.7,Gruene,8.1
Bund,2009,2009-09-27,70.8,Gruene,10.7
Bund,2013,2013-09-22,71.5,Gruene,8.4
Bund,2017,2017-09-24,76.2,Gruene,8.9
Europa,1979,1979-06-10,66,Gruene,3.2
Europa,1984,1984-06-17,57,Gruene,8.2
Europa,1989,1989-06-18,62,Gruene,8.4
Europa,1994,1994-06-12,60,Gruene,10.1
Europa,1999,1999-06-13,45.2,Gruene,6.4
Europa,2004,2004-06-13,43,Gruene,11.9
Europa,2009,2009-06-07,43.3,Gruene,12.1
Europa,2014,2014-05-25,48,Gruene,10.7
Europa,2019,2019-05-26,61.4,Gruene,20.5
Schleswig-Holstein,1947,1947-02-20,69.8,Linke,0
Schleswig-Holstein,1950,1950-07-09,78.2,Linke,0
Schleswig-Holstein,1954,1954-09-12,78.6,Linke,0
Schleswig-Holstein,1958,1958-11-28,78.7,Linke,0
Schleswig-Holstein,1962,1962-11-23,70.1,Linke,0
Schleswig-Holstein,1967,1967-04-23,74.1,Linke,0
Schleswig-Holstein,1971,1971-04-25,79.2,Linke,0
Schleswig-Holstein,1975,1975-04-13,82.3,Linke,0
Schleswig-Holstein,1979,1979-04-29,83.3,Linke,0
Schleswig-Holstein,1983,1983-03-13,84.8,Linke,0
Schleswig-Holstein,1987,1987-09-13,76.6,Linke,0
Schleswig-Holstein,1988,1988-05-08,77.4,Linke,0
Schleswig-Holstein,1992,1992-04-05,71.7,Linke,0
Schleswig-Holstein,1996,1996-03-24,71.8,Linke,0
Schleswig-Holstein,2000,2000-02-27,69.5,Linke,1.4
Schleswig-Holstein,2005,2005-02-20,66.5,Linke,0.8
Schleswig-Holstein,2009,2009-09-27,73.5,Linke,6
Schleswig-Holstein,2012,2012-05-06,60.2,Linke,2.3
Schleswig-Holstein,2017,2017-05-07,64.2,Linke,3.8
Mecklenburg-Vorpommern,1990,1990-10-14,64.7,Linke,15.7
Mecklenburg-Vorpommern,1994,1994-10-16,72.9,Linke,22.7
Mecklenburg-Vorpommern,1998,1998-09-27,79.4,Linke,24.4
Mecklenburg-Vorpommern,2002,2002-09-22,70.6,Linke,16.4
Mecklenburg-Vorpommern,2006,2006-09-17,59.1,Linke,16.8
Mecklenburg-Vorpommern,2011,2011-09-04,51.5,Linke,18.4
Mecklenburg-Vorpommern,2016,2016-09-04,61.9,Linke,13.2
Hamburg,1946,1946-10-13,79,Linke,0
Hamburg,1949,1949-10-16,70.5,Linke,0
Hamburg,1953,1953-11-01,80.9,Linke,0
Hamburg,1957,1957-11-10,77.3,Linke,0
Hamburg,1961,1961-11-12,72.3,Linke,0
Hamburg,1966,1966-03-27,69.8,Linke,0
Hamburg,1970,1970-03-22,73.4,Linke,0
Hamburg,1974,1974-03-03,80.4,Linke,0
Hamburg,1978,1978-06-04,76.6,Linke,0
Hamburg,1982,1982-06-06,77.8,Linke,0
Hamburg,1982,1982-12-19,84,Linke,0
Hamburg,1986,1986-11-09,77.8,Linke,0
Hamburg,1987,1987-05-17,79.5,Linke,0
Hamburg,1991,1991-06-02,66.1,Linke,0.5
Hamburg,1993,1993-09-19,69.6,Linke,0
Hamburg,1997,1997-09-21,68.7,Linke,0.7
Hamburg,2001,2001-09-23,71,Linke,0.4
Hamburg,2004,2004-02-29,68.7,Linke,0
Hamburg,2008,2008-02-24,63.5,Linke,6.4
Hamburg,2011,2011-02-20,57.3,Linke,6.4
Hamburg,2015,2015-02-15,56.5,Linke,8.5
Niedersachsen,1947,1947-02-20,65.1,Linke,0
Niedersachsen,1951,1951-05-06,75.8,Linke,0
Niedersachsen,1955,1955-04-24,77.5,Linke,0
Niedersachsen,1959,1959-04-19,78,Linke,0
Niedersachsen,1963,1963-05-19,76.9,Linke,0
Niedersachsen,1967,1967-06-04,75.8,Linke,0
Niedersachsen,1970,1970-06-14,76.7,Linke,0
Niedersachsen,1974,1974-06-09,84.4,Linke,0
Niedersachsen,1978,1978-06-04,78.5,Linke,0
Niedersachsen,1982,1982-03-21,77.7,Linke,0
Niedersachsen,1986,1986-06-15,77.3,Linke,0
Niedersachsen,1990,1990-05-13,74.6,Linke,0
Niedersachsen,1994,1994-03-13,73.8,Linke,0
Niedersachsen,1998,1998-03-01,73.8,Linke,0
Niedersachsen,2003,2003-02-02,67,Linke,0.5
Niedersachsen,2008,2008-01-27,57.1,Linke,7.1
Niedersachsen,2013,2013-01-20,59.4,Linke,3.1
Niedersachsen,2017,2017-10-15,63.1,Linke,4.6
Bremen,1947,1947-10-12,67.8,Linke,0
Bremen,1951,1951-10-07,83.3,Linke,0
Bremen,1955,1955-10-09,84,Linke,0
Bremen,1959,1959-10-11,79.2,Linke,0
Bremen,1963,1963-09-29,76.1,Linke,0
Bremen,1967,1967-10-01,77,Linke,0
Bremen,1971,1971-10-10,80,Linke,0
Bremen,1975,1975-09-28,82.2,Linke,0
Bremen,1979,1979-10-07,78.5,Linke,0
Bremen,1983,1983-09-25,79.7,Linke,0
Bremen,1987,1987-09-13,75.6,Linke,0
Bremen,1991,1991-09-29,72.2,Linke,0
Bremen,1995,1995-05-14,68.6,Linke,2.4
Bremen,1999,1999-06-06,60.1,Linke,2.9
Bremen,2003,2003-05-25,61.3,Linke,1.7
Bremen,2007,2007-05-13,57.5,Linke,8.4
Bremen,2011,2011-05-22,55.5,Linke,5.6
Bremen,2015,2015-05-10,50.2,Linke,9.5
Bremen,2019,2019-05-26,64.1,Linke,11.3
Brandenburg,1990,1990-10-14,67.1,Linke,13.4
Brandenburg,1994,1994-09-11,56.3,Linke,18.7
Brandenburg,1999,1999-09-05,54.3,Linke,23.3
Brandenburg,2004,2004-09-19,56.4,Linke,28
Brandenburg,2009,2009-09-27,67,Linke,27.2
Brandenburg,2014,2014-09-14,47.9,Linke,18.6
Brandenburg,2019,2019-09-01,61.3,Linke,10.7
Sachsen-Anhalt,1990,1990-10-14,65.1,Linke,12
Sachsen-Anhalt,1994,1994-06-26,54.8,Linke,19.9
Sachsen-Anhalt,1998,1998-04-26,71.5,Linke,19.6
Sachsen-Anhalt,2002,2002-04-21,56.5,Linke,20.4
Sachsen-Anhalt,2006,2006-03-26,44.4,Linke,24.1
Sachsen-Anhalt,2011,2011-03-20,51.2,Linke,23.7
Sachsen-Anhalt,2016,2016-03-13,61.1,Linke,16.3
Berlin,1946,1946-10-20,92.3,Linke,19.8
Berlin,1948,1948-12-05,86.3,Linke,0
Berlin,1950,1950-12-03,90.4,Linke,0
Berlin,1954,1954-12-05,91.8,Linke,2.7
Berlin,1958,1958-12-07,92.9,Linke,2
Berlin,1963,1963-02-17,89.9,Linke,1.3
Berlin,1967,1967-03-12,86.2,Linke,2.1
Berlin,1971,1971-03-14,88.9,Linke,2.3
Berlin,1975,1975-03-02,87.8,Linke,1.8
Berlin,1979,1979-03-18,85.4,Linke,1.1
Berlin,1981,1981-05-10,85.3,Linke,0.6
Berlin,1985,1985-03-10,83.6,Linke,0.6
Berlin,1989,1989-01-29,79.6,Linke,0.6
Berlin,1990,1990-12-02,80.8,Linke,9.2
Berlin,1995,1995-10-22,68.6,Linke,14.6
Berlin,1999,1999-10-10,65.5,Linke,17.7
Berlin,2001,2001-10-21,68.1,Linke,22.6
Berlin,2006,2006-09-17,58,Linke,13.4
Berlin,2011,2011-09-18,60.2,Linke,11.7
Berlin,2016,2016-09-18,66.9,Linke,15.6
Nordrhein-Westfalen,1947,1947-04-20,67.3,Linke,0
Nordrhein-Westfalen,1950,1950-06-18,72.3,Linke,0
Nordrhein-Westfalen,1954,1954-06-27,72.6,Linke,0
Nordrhein-Westfalen,1958,1958-07-06,76.6,Linke,0
Nordrhein-Westfalen,1962,1962-07-08,73.4,Linke,0
Nordrhein-Westfalen,1966,1966-07-10,76.5,Linke,0
Nordrhein-Westfalen,1970,1970-06-14,73.5,Linke,0
Nordrhein-Westfalen,1975,1975-05-04,86.1,Linke,0
Nordrhein-Westfalen,1980,1980-05-11,80,Linke,0
Nordrhein-Westfalen,1985,1985-05-12,75.2,Linke,0
Nordrhein-Westfalen,1990,1990-05-13,71.8,Linke,0
Nordrhein-Westfalen,1995,1995-05-14,64,Linke,0
Nordrhein-Westfalen,2000,2000-05-14,56.7,Linke,1.1
Nordrhein-Westfalen,2005,2005-05-22,63,Linke,0.9
Nordrhein-Westfalen,2010,2010-05-09,59.3,Linke,5.6
Nordrhein-Westfalen,2012,2012-05-13,59.6,Linke,2.5
Nordrhein-Westfalen,2017,2017-05-14,65.2,Linke,4.9
Sachsen,1990,1990-10-14,72.8,Linke,10.2
Sachsen,1994,1994-09-11,58.4,Linke,16.5
Sachsen,1999,1999-09-19,61.1,Linke,22.2
Sachsen,2004,2004-09-19,59.6,Linke,23.6
Sachsen,2009,2009-08-30,52.2,Linke,20.6
Sachsen,2014,2014-08-31,49.1,Linke,18.9
Sachsen,2019,2019-09-01,66.6,Linke,10.4
Hessen,1946,1946-12-01,73.2,Linke,0
Hessen,1950,1950-11-19,64.9,Linke,0
Hessen,1954,1954-11-28,82.4,Linke,0
Hessen,1958,1958-11-23,82.3,Linke,0
Hessen,1962,1962-11-11,77.7,Linke,0
Hessen,1966,1966-11-06,81,Linke,0
Hessen,1970,1970-11-08,82.8,Linke,0
Hessen,1974,1974-10-27,84.8,Linke,0
Hessen,1978,1978-10-08,87.7,Linke,0
Hessen,1982,1982-09-26,86.4,Linke,0
Hessen,1983,1983-09-25,83.5,Linke,0
Hessen,1987,1987-04-05,80.3,Linke,0
Hessen,1991,1991-01-20,70.8,Linke,0
Hessen,1995,1995-02-19,66.3,Linke,0
Hessen,1999,1999-02-07,66.4,Linke,0
Hessen,2003,2003-02-02,64.6,Linke,0
Hessen,2008,2008-01-27,64.3,Linke,5.1
Hessen,2009,2009-01-18,61,Linke,5.4
Hessen,2013,2013-09-22,73.2,Linke,5.2
Hessen,2018,2018-10-28,67.3,Linke,6.3
Thüringen,1990,1990-10-14,71.7,Linke,9.7
Thüringen,1994,1994-10-16,74.8,Linke,16.6
Thüringen,1999,1999-09-12,59.9,Linke,21.3
Thüringen,2004,2004-06-13,53.8,Linke,26.1
Thüringen,2009,2009-08-30,56.2,Linke,27.4
Thüringen,2014,2014-09-14,52.7,Linke,28.2
Thüringen,2019,2019-10-27,64.9,Linke,31
Rheinland-Pfalz,1947,1947-05-18,77.9,Linke,0
Rheinland-Pfalz,1951,1951-04-29,74.8,Linke,0
Rheinland-Pfalz,1955,1955-05-15,76,Linke,0
Rheinland-Pfalz,1959,1959-04-19,77.2,Linke,0
Rheinland-Pfalz,1963,1963-03-31,75.5,Linke,0
Rheinland-Pfalz,1967,1967-04-23,78.5,Linke,0
Rheinland-Pfalz,1971,1971-03-21,79.4,Linke,0
Rheinland-Pfalz,1975,1975-03-09,80.8,Linke,0
Rheinland-Pfalz,1979,1979-03-18,81.4,Linke,0
Rheinland-Pfalz,1983,1983-03-06,90.4,Linke,0
Rheinland-Pfalz,1987,1987-05-17,77,Linke,0
Rheinland-Pfalz,1991,1991-04-21,73.9,Linke,0
Rheinland-Pfalz,1996,1996-03-24,70.8,Linke,0
Rheinland-Pfalz,2001,2001-03-25,62.1,Linke,0
Rheinland-Pfalz,2006,2006-03-26,58.2,Linke,0
Rheinland-Pfalz,2011,2011-03-27,61.8,Linke,3
Rheinland-Pfalz,2016,2016-03-13,70.4,Linke,2.8
Bayern,1946,1946-12-01,75.7,Linke,0
Bayern,1950,1950-11-26,79.9,Linke,0
Bayern,1954,1954-11-28,82.4,Linke,0
Bayern,1958,1958-11-23,76.6,Linke,0
Bayern,1962,1962-11-25,76.5,Linke,0
Bayern,1966,1966-11-20,80.6,Linke,0
Bayern,1970,1970-11-20,79.5,Linke,0
Bayern,1974,1974-10-27,77.7,Linke,0
Bayern,1978,1978-10-15,76.6,Linke,0
Bayern,1982,1982-10-10,78,Linke,0
Bayern,1986,1986-10-12,70.1,Linke,0
Bayern,1990,1990-10-14,65.9,Linke,0
Bayern,1994,1994-09-25,67.8,Linke,0
Bayern,1998,1998-09-13,69.8,Linke,0
Bayern,2003,2003-09-21,57.1,Linke,0
Bayern,2008,2008-09-28,57.9,Linke,4.4
Bayern,2013,2013-09-15,63.6,Linke,2.1
Bayern,2018,2018-10-14,72.4,Linke,3.2
Baden-Württemberg,1952,1952-03-09,63.7,Linke,0
Baden-Württemberg,1956,1956-03-04,70.3,Linke,0
Baden-Württemberg,1960,1960-05-15,59,Linke,0
Baden-Württemberg,1964,1964-04-26,67.7,Linke,0
Baden-Württemberg,1968,1968-04-28,70.7,Linke,0
Baden-Württemberg,1972,1972-04-23,80,Linke,0
Baden-Württemberg,1976,1976-04-04,75.5,Linke,0
Baden-Württemberg,1980,1980-03-16,72,Linke,0
Baden-Württemberg,1984,1984-03-25,71.2,Linke,0
Baden-Württemberg,1988,1988-03-20,71.8,Linke,0
Baden-Württemberg,1992,1992-04-05,70.1,Linke,0
Baden-Württemberg,1996,1996-03-24,67.6,Linke,0
Baden-Württemberg,2001,2001-03-25,62.6,Linke,0
Baden-Württemberg,2006,2006-03-26,53.4,Linke,0
Baden-Württemberg,2011,2011-03-27,66.3,Linke,2.8
Baden-Württemberg,2016,2016-03-13,70.4,Linke,2.9
Saarland,1955,1955-12-18,90.3,Linke,0
Saarland,1960,1960-12-04,79.1,Linke,0
Saarland,1965,1965-06-27,81.8,Linke,0
Saarland,1970,1970-06-14,83.1,Linke,0
Saarland,1975,1975-05-04,88.8,Linke,0
Saarland,1980,1980-04-27,85,Linke,0
Saarland,1985,1985-03-10,85,Linke,0
Saarland,1990,1990-01-28,83.2,Linke,0
Saarland,1994,1994-10-16,83.5,Linke,0
Saarland,1999,1999-09-05,68.7,Linke,0.8
Saarland,2004,2004-09-05,55.5,Linke,2.3
Saarland,2009,2009-08-30,67.6,Linke,21.3
Saarland,2012,2012-03-25,61.6,Linke,16.1
Saarland,2017,2017-03-26,69.7,Linke,12.8
Bund,1949,1949-08-14,78.5,Linke,0
Bund,1953,1953-09-06,86,Linke,0
Bund,1957,1957-09-15,87.8,Linke,0
Bund,1961,1961-09-17,87.7,Linke,0
Bund,1965,1965-09-19,86.8,Linke,0
Bund,1969,1969-09-28,86.7,Linke,0
Bund,1972,1972-11-19,91.1,Linke,0
Bund,1976,1976-10-03,90.7,Linke,0
Bund,1980,1980-10-05,88.6,Linke,0
Bund,1983,1983-03-06,89.1,Linke,0
Bund,1987,1987-01-25,84.3,Linke,0
Bund,1990,1990-12-02,77.8,Linke,2.4
Bund,1994,1994-10-16,79,Linke,4.4
Bund,1998,1998-09-27,82.2,Linke,5.1
Bund,2002,2002-09-22,79.1,Linke,4
Bund,2005,2005-09-18,77.7,Linke,8.7
Bund,2009,2009-09-27,70.8,Linke,11.9
Bund,2013,2013-09-22,71.5,Linke,8.6
Bund,2017,2017-09-24,76.2,Linke,9.2
Europa,1979,1979-06-10,66,Linke,NA
Europa,1984,1984-06-17,57,Linke,NA
Europa,1989,1989-06-18,62,Linke,NA
Europa,1994,1994-06-12,60,Linke,4.7
Europa,1999,1999-06-13,45.2,Linke,5.8
Europa,2004,2004-06-13,43,Linke,6.1
Europa,2009,2009-06-07,43.3,Linke,7.5
Europa,2014,2014-05-25,48,Linke,7.4
Europa,2019,2019-05-26,61.4,Linke,5.5
Schleswig-Holstein,1947,1947-02-20,69.8,AfD,NA
Schleswig-Holstein,1950,1950-07-09,78.2,AfD,NA
Schleswig-Holstein,1954,1954-09-12,78.6,AfD,NA
Schleswig-Holstein,1958,1958-11-28,78.7,AfD,NA
Schleswig-Holstein,1962,1962-11-23,70.1,AfD,NA
Schleswig-Holstein,1967,1967-04-23,74.1,AfD,NA
Schleswig-Holstein,1971,1971-04-25,79.2,AfD,NA
Schleswig-Holstein,1975,1975-04-13,82.3,AfD,NA
Schleswig-Holstein,1979,1979-04-29,83.3,AfD,NA
Schleswig-Holstein,1983,1983-03-13,84.8,AfD,NA
Schleswig-Holstein,1987,1987-09-13,76.6,AfD,NA
Schleswig-Holstein,1988,1988-05-08,77.4,AfD,NA
Schleswig-Holstein,1992,1992-04-05,71.7,AfD,NA
Schleswig-Holstein,1996,1996-03-24,71.8,AfD,NA
Schleswig-Holstein,2000,2000-02-27,69.5,AfD,NA
Schleswig-Holstein,2005,2005-02-20,66.5,AfD,NA
Schleswig-Holstein,2009,2009-09-27,73.5,AfD,NA
Schleswig-Holstein,2012,2012-05-06,60.2,AfD,NA
Schleswig-Holstein,2017,2017-05-07,64.2,AfD,5.9
Mecklenburg-Vorpommern,1990,1990-10-14,64.7,AfD,NA
Mecklenburg-Vorpommern,1994,1994-10-16,72.9,AfD,NA
Mecklenburg-Vorpommern,1998,1998-09-27,79.4,AfD,NA
Mecklenburg-Vorpommern,2002,2002-09-22,70.6,AfD,NA
Mecklenburg-Vorpommern,2006,2006-09-17,59.1,AfD,NA
Mecklenburg-Vorpommern,2011,2011-09-04,51.5,AfD,NA
Mecklenburg-Vorpommern,2016,2016-09-04,61.9,AfD,20.8
Hamburg,1946,1946-10-13,79,AfD,NA
Hamburg,1949,1949-10-16,70.5,AfD,NA
Hamburg,1953,1953-11-01,80.9,AfD,NA
Hamburg,1957,1957-11-10,77.3,AfD,NA
Hamburg,1961,1961-11-12,72.3,AfD,NA
Hamburg,1966,1966-03-27,69.8,AfD,NA
Hamburg,1970,1970-03-22,73.4,AfD,NA
Hamburg,1974,1974-03-03,80.4,AfD,NA
Hamburg,1978,1978-06-04,76.6,AfD,NA
Hamburg,1982,1982-06-06,77.8,AfD,NA
Hamburg,1982,1982-12-19,84,AfD,NA
Hamburg,1986,1986-11-09,77.8,AfD,NA
Hamburg,1987,1987-05-17,79.5,AfD,NA
Hamburg,1991,1991-06-02,66.1,AfD,NA
Hamburg,1993,1993-09-19,69.6,AfD,NA
Hamburg,1997,1997-09-21,68.7,AfD,NA
Hamburg,2001,2001-09-23,71,AfD,NA
Hamburg,2004,2004-02-29,68.7,AfD,NA
Hamburg,2008,2008-02-24,63.5,AfD,NA
Hamburg,2011,2011-02-20,57.3,AfD,NA
Hamburg,2015,2015-02-15,56.5,AfD,6.1
Niedersachsen,1947,1947-02-20,65.1,AfD,NA
Niedersachsen,1951,1951-05-06,75.8,AfD,NA
Niedersachsen,1955,1955-04-24,77.5,AfD,NA
Niedersachsen,1959,1959-04-19,78,AfD,NA
Niedersachsen,1963,1963-05-19,76.9,AfD,NA
Niedersachsen,1967,1967-06-04,75.8,AfD,NA
Niedersachsen,1970,1970-06-14,76.7,AfD,NA
Niedersachsen,1974,1974-06-09,84.4,AfD,NA
Niedersachsen,1978,1978-06-04,78.5,AfD,NA
Niedersachsen,1982,1982-03-21,77.7,AfD,NA
Niedersachsen,1986,1986-06-15,77.3,AfD,NA
Niedersachsen,1990,1990-05-13,74.6,AfD,NA
Niedersachsen,1994,1994-03-13,73.8,AfD,NA
Niedersachsen,1998,1998-03-01,73.8,AfD,NA
Niedersachsen,2003,2003-02-02,67,AfD,NA
Niedersachsen,2008,2008-01-27,57.1,AfD,NA
Niedersachsen,2013,2013-01-20,59.4,AfD,NA
Niedersachsen,2017,2017-10-15,63.1,AfD,6.2
Bremen,1947,1947-10-12,67.8,AfD,NA
Bremen,1951,1951-10-07,83.3,AfD,NA
Bremen,1955,1955-10-09,84,AfD,NA
Bremen,1959,1959-10-11,79.2,AfD,NA
Bremen,1963,1963-09-29,76.1,AfD,NA
Bremen,1967,1967-10-01,77,AfD,NA
Bremen,1971,1971-10-10,80,AfD,NA
Bremen,1975,1975-09-28,82.2,AfD,NA
Bremen,1979,1979-10-07,78.5,AfD,NA
Bremen,1983,1983-09-25,79.7,AfD,NA
Bremen,1987,1987-09-13,75.6,AfD,NA
Bremen,1991,1991-09-29,72.2,AfD,NA
Bremen,1995,1995-05-14,68.6,AfD,NA
Bremen,1999,1999-06-06,60.1,AfD,NA
Bremen,2003,2003-05-25,61.3,AfD,NA
Bremen,2007,2007-05-13,57.5,AfD,NA
Bremen,2011,2011-05-22,55.5,AfD,NA
Bremen,2015,2015-05-10,50.2,AfD,6.1
Bremen,2019,2019-05-26,64.1,AfD,6.1
Brandenburg,1990,1990-10-14,67.1,AfD,NA
Brandenburg,1994,1994-09-11,56.3,AfD,NA
Brandenburg,1999,1999-09-05,54.3,AfD,NA
Brandenburg,2004,2004-09-19,56.4,AfD,NA
Brandenburg,2009,2009-09-27,67,AfD,NA
Brandenburg,2014,2014-09-14,47.9,AfD,12.2
Brandenburg,2019,2019-09-01,61.3,AfD,23.5
Sachsen-Anhalt,1990,1990-10-14,65.1,AfD,NA
Sachsen-Anhalt,1994,1994-06-26,54.8,AfD,NA
Sachsen-Anhalt,1998,1998-04-26,71.5,AfD,NA
Sachsen-Anhalt,2002,2002-04-21,56.5,AfD,NA
Sachsen-Anhalt,2006,2006-03-26,44.4,AfD,NA
Sachsen-Anhalt,2011,2011-03-20,51.2,AfD,NA
Sachsen-Anhalt,2016,2016-03-13,61.1,AfD,24.3
Berlin,1946,1946-10-20,92.3,AfD,NA
Berlin,1948,1948-12-05,86.3,AfD,NA
Berlin,1950,1950-12-03,90.4,AfD,NA
Berlin,1954,1954-12-05,91.8,AfD,NA
Berlin,1958,1958-12-07,92.9,AfD,NA
Berlin,1963,1963-02-17,89.9,AfD,NA
Berlin,1967,1967-03-12,86.2,AfD,NA
Berlin,1971,1971-03-14,88.9,AfD,NA
Berlin,1975,1975-03-02,87.8,AfD,NA
Berlin,1979,1979-03-18,85.4,AfD,NA
Berlin,1981,1981-05-10,85.3,AfD,NA
Berlin,1985,1985-03-10,83.6,AfD,NA
Berlin,1989,1989-01-29,79.6,AfD,NA
